Query ID,Node Types,Filters,Execution Time,Cardinality e/a
11,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (text,1.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",434.733,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (3720,151589), (420400,334775), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
12,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (text,2.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",430.698,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2943,147173), (332558,265087), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
13,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (text,3.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",431.085,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2576,140190), (291087,230054), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
14,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (text,4.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",389.539,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2243,127665), (253481,201546), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
15,"Aggregate, Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (text,5.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",562.313,"(1,1), (2,3), (1,1), (1,0), (1,0), (1,0), (1,0), (53,135884), (9437,322078), (1778,104241), (200910,158994), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,1), (1,0), (1,0)"
16,"Aggregate, Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (text,6.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",435.353,"(1,1), (2,3), (1,1), (1,0), (1,0), (1,0), (1,0), (35,83538), (6140,202035), (1157,64971), (130725,102756), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,1), (1,0), (1,0)"
17,"Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (text,7.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",274.661,"(1,1), (1,0), (1,0), (1,0), (1,0), (1,0), (15,26949), (2614,68263), (492,20247), (55671,43969), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,0), (1,0), (1,0)"
18,"Aggregate, Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (text,8.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",167.361,"(1,1), (2,3), (1,1), (1,0), (1,0), (1,0), (1,0), (5,1945), (860,5276), (162,1188), (18324,13423), (1,1), (1,1), (5,4), (4,1), (4,1), (1,0), (1,0), (1,0), (1,0)"
19,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Memoize, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (text,9.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",152.036,"(1,1), (1,0), (1,0), (1,0), (1,0), (1,0), (1,0), (1,0), (23,24), (2612,2692), (1,1), (1,1), (1,0), (1,0), (5,0), (1,0), (1,0), (1,0), (1,0)"
20,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (text,10.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",425.058,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (3624,150097), (409549,326282), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
21,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,1.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",434.058,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (3777,152897), (426742,339516), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
22,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,2.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",425.609,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2987,149656), (337564,268788), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
23,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,3.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",409.2,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2612,144095), (295150,234386), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
24,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,4.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",411.359,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2320,134945), (262163,209049), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
25,"Aggregate, Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (production_year,= 1881), (text,5.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",606.669,"(1,1), (2,3), (1,1), (1,0), (1,0), (1,0), (1,0), (58,153709), (10173,362216), (1917,117663), (216570,172561), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,1), (1,0), (1,0)"
26,"Aggregate, Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (production_year,= 1881), (text,6.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",499.68,"(1,1), (2,3), (1,1), (1,0), (1,0), (1,0), (1,0), (42,112431), (7460,268122), (1405,86616), (158805,124470), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,1), (1,0), (1,0)"
27,"Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (production_year,= 1881), (text,7.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",366.595,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,0), (21,51498), (3751,127672), (707,40524), (79841,64280), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,1), (1,0), (1,0)"
28,"Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (production_year,= 1881), (text,8.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",200.447,"(1,1), (1,0), (1,0), (1,0), (1,0), (1,0), (6,8078), (1084,21569), (204,5283), (23058,17543), (1,1), (1,1), (5,4), (4,1), (4,1), (1,0), (1,0), (1,0), (1,0)"
29,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Memoize, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,9.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",152.434,"(1,1), (1,0), (1,0), (1,0), (1,0), (1,0), (1,0), (1,0), (23,102), (2612,2774), (1,1), (1,1), (1,0), (1,0), (5,0), (1,0), (1,0), (1,0), (1,0)"
30,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,10.0), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",432.448,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (3624,150097), (409549,327043), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
31,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,1.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",441.16,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (3720,151589), (420400,334775), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
32,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,2.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",416.731,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2943,147173), (332558,265087), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
33,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,3.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",407.248,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2576,140190), (291087,230054), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
34,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,4.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",382.652,"(1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (1,1), (1,0), (2243,127665), (253481,201546), (1,1), (1,1), (1,0), (5,1), (1,1), (1,1), (1,0), (1,0)"
35,"Aggregate, Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (production_year,= 1881), (text,5.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",574.717,"(1,1), (2,3), (1,1), (1,0), (1,0), (1,0), (1,0), (53,135884), (9437,322078), (1778,104241), (200910,158994), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,1), (1,0), (1,0)"
36,"Aggregate, Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (production_year,= 1881), (text,6.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",438.148,"(1,1), (2,3), (1,1), (1,0), (1,0), (1,0), (1,0), (35,83538), (6140,202035), (1157,64971), (130725,102756), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,1), (1,0), (1,0)"
37,"Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (production_year,= 1881), (text,7.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",273.311,"(1,1), (1,0), (1,0), (1,0), (1,0), (1,0), (15,26949), (2614,68263), (492,20247), (55671,43969), (1,1), (1,1), (5,3), (4,1), (4,1), (1,0), (1,0), (1,0), (1,0)"
38,"Aggregate, Aggregate, Hash, Hash, Hash Join, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mc.movie_id), (production_year,= 1880), (production_year,= 1881), (text,8.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (text,production companies), (text,rating)",171.986,"(1,1), (2,3), (1,1), (1,0), (1,0), (1,0), (1,0), (5,1945), (860,5276), (162,1188), (18324,13423), (1,1), (1,1), (5,4), (4,1), (4,1), (1,0), (1,0), (1,0), (1,0)"
39,"Aggregate, Hash, Hash Join, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Index Scan, Memoize, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Nested Loop, Seq Scan, Seq Scan","(movie_id,mi_idx.movie_id), (id,mi_idx.movie_id), (production_year,= 1880), (production_year,= 1881), (text,9.5), (movie_id,mc.movie_id), (text,ANY (), (id,mc.company_id), (text,[us]), (id,mi.info_type_id), (text,genres), (id,mc.company_type_id), (text,production companies), (text,rating)",153.961,"(1,1), (1,0), (1,0), (1,0), (1,0), (1,0), (1,0), (1,0), (23,24), (2612,2692), (1,1), (1,1), (1,0), (1,0), (5,0), (1,0), (1,0), (1,0), (1,0)"
