Query ID,Node Types,Filters,Execution Time,Cardinality e/a
11,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,IRAQ)",24467.893,"(1287,4), (1072,12), (536,4), (536,19587), (536,19587), (90612,488107), (7702057,6076775), (692,2676), (692,2676), (58824,33333), (2,2), (2,2), (73524,400857), (73524,400857), (6249513,5000000), (7353,39991), (7353,39991), (625007,500000), (2,2), (2,2)"
12,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,JAPAN)",24599.401,"(1287,4), (1072,12), (536,4), (536,19253), (536,19253), (90612,482808), (7702057,6076775), (692,2648), (692,2648), (58824,33333), (2,2), (2,2), (73524,399422), (73524,399422), (6249513,5000000), (7353,39891), (7353,39891), (625007,500000), (2,2), (2,2)"
13,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,JORDAN)",24230.088,"(1287,4), (1072,12), (536,4), (536,18996), (536,18996), (90612,478052), (7702057,6076775), (692,2622), (692,2622), (58824,33333), (2,2), (2,2), (73524,399930), (73524,399930), (6249513,5000000), (7353,39942), (7353,39942), (625007,500000), (2,2), (2,2)"
14,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,KENYA)",24387.601,"(1287,4), (1072,12), (536,4), (536,19302), (536,19302), (90612,484964), (7702057,6076775), (692,2659), (692,2659), (58824,33333), (2,2), (2,2), (73524,398587), (73524,398587), (6249513,5000000), (7353,39797), (7353,39797), (625007,500000), (2,2), (2,2)"
15,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,MOROCCO)",24252.879,"(1287,4), (1072,12), (536,4), (536,19349), (536,19349), (90612,481450), (7702057,6076775), (692,2641), (692,2641), (58824,33333), (2,2), (2,2), (73524,398308), (73524,398308), (6249513,5000000), (7353,39917), (7353,39917), (625007,500000), (2,2), (2,2)"
16,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,MOZAMBIQUE)",24280.693,"(1287,4), (1072,12), (536,4), (536,19222), (536,19222), (90612,477762), (7702057,6076775), (692,2619), (692,2619), (58824,33333), (2,2), (2,2), (73524,398973), (73524,398973), (6249513,5000000), (7353,39904), (7353,39904), (625007,500000), (2,2), (2,2)"
17,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,PERU)",24416.567,"(1287,4), (1072,12), (536,4), (536,19090), (536,19090), (90612,481855), (7702057,6076775), (692,2642), (692,2642), (58824,33333), (2,2), (2,2), (73524,397842), (73524,397842), (6249513,5000000), (7353,39901), (7353,39901), (625007,500000), (2,2), (2,2)"
18,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,CHINA)",24277.047,"(1287,4), (1072,12), (536,4), (536,19255), (536,19255), (90612,480972), (7702057,6076775), (692,2641), (692,2641), (58824,33333), (2,2), (2,2), (73524,400489), (73524,400489), (6249513,5000000), (7353,39994), (7353,39994), (625007,500000), (2,2), (2,2)"
19,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,ROMANIA)",24297.696,"(1287,4), (1072,12), (536,4), (536,19506), (536,19506), (90612,484155), (7702057,6076775), (692,2654), (692,2654), (58824,33333), (2,2), (2,2), (73524,399178), (73524,399178), (6249513,5000000), (7353,39988), (7353,39988), (625007,500000), (2,2), (2,2)"
20,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,SAUDI ARABIA)",23822.347,"(1287,4), (1072,12), (536,4), (536,19173), (536,19173), (90612,482842), (7702057,6076775), (692,2648), (692,2648), (58824,33333), (2,2), (2,2), (73524,397806), (73524,397806), (6249513,5000000), (7353,39906), (7353,39906), (625007,500000), (2,2), (2,2)"
21,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,VIETNAM)",25325.381,"(1287,4), (1072,12), (536,4), (536,19134), (536,19134), (90612,481421), (7702057,6076775), (692,2640), (692,2640), (58824,33333), (2,2), (2,2), (73524,399565), (73524,399565), (6249513,5000000), (7353,39971), (7353,39971), (625007,500000), (2,2), (2,2)"
22,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,RUSSIA)",25130.628,"(1287,4), (1072,12), (536,4), (536,19180), (536,19180), (90612,483517), (7702057,6076775), (692,2652), (692,2652), (58824,33333), (2,2), (2,2), (73524,399940), (73524,399940), (6249513,5000000), (7353,39994), (7353,39994), (625007,500000), (2,2), (2,2)"
23,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,UNITED KINGDOM)",25191.944,"(1287,4), (1072,12), (536,4), (536,19262), (536,19262), (90612,480040), (7702057,6076775), (692,2636), (692,2636), (58824,33333), (2,2), (2,2), (73524,400497), (73524,400497), (6249513,5000000), (7353,40099), (7353,40099), (625007,500000), (2,2), (2,2)"
24,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,UNITED STATES)",24507.928,"(1287,4), (1072,12), (536,4), (536,19227), (536,19227), (90612,482401), (7702057,6076775), (692,2646), (692,2646), (58824,33333), (2,2), (2,2), (73524,400088), (73524,400088), (6249513,5000000), (7353,39974), (7353,39974), (625007,500000), (2,2), (2,2)"
25,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,ARGENTINA)",25353.428,"(1287,4), (1072,12), (536,4), (536,19228), (536,19228), (90612,482642), (7702057,6076775), (692,2647), (692,2647), (58824,33333), (2,2), (2,2), (73524,399259), (73524,399259), (6249513,5000000), (7353,39919), (7353,39919), (625007,500000), (2,2), (2,2)"
26,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,BRAZIL)",24427.124,"(1287,4), (1072,12), (536,4), (536,19463), (536,19463), (90612,486239), (7702057,6076775), (692,2667), (692,2667), (58824,33333), (2,2), (2,2), (73524,400032), (73524,400032), (6249513,5000000), (7353,39931), (7353,39931), (625007,500000), (2,2), (2,2)"
27,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,CANADA)",24267.905,"(1287,4), (1072,12), (536,4), (536,19423), (536,19423), (90612,489744), (7702057,6076775), (692,2687), (692,2687), (58824,33333), (2,2), (2,2), (73524,398233), (73524,398233), (6249513,5000000), (7353,39897), (7353,39897), (625007,500000), (2,2), (2,2)"
28,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,EGYPT)",24963.99,"(1287,4), (1072,12), (536,4), (536,19307), (536,19307), (90612,485731), (7702057,6076775), (692,2663), (692,2663), (58824,33333), (2,2), (2,2), (73524,399509), (73524,399509), (6249513,5000000), (7353,39937), (7353,39937), (625007,500000), (2,2), (2,2)"
29,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,ETHIOPIA)",24417.739,"(1287,4), (1072,12), (536,4), (536,19492), (536,19492), (90612,482963), (7702057,6076775), (692,2651), (692,2651), (58824,33333), (2,2), (2,2), (73524,401600), (73524,401600), (6249513,5000000), (7353,40104), (7353,40104), (625007,500000), (2,2), (2,2)"
30,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,FRANCE)",24390.324,"(1287,4), (1072,12), (536,4), (536,19520), (536,19520), (90612,484537), (7702057,6076775), (692,2656), (692,2656), (58824,33333), (2,2), (2,2), (73524,401128), (73524,401128), (6249513,5000000), (7353,40052), (7353,40052), (625007,500000), (2,2), (2,2)"
31,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,GERMANY)",24352.752,"(1287,4), (1072,12), (536,4), (536,19545), (536,19545), (90612,489424), (7702057,6076775), (692,2685), (692,2685), (58824,33333), (2,2), (2,2), (73524,400235), (73524,400235), (6249513,5000000), (7353,39998), (7353,39998), (625007,500000), (2,2), (2,2)"
32,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,INDIA)",25985.086,"(1287,4), (1072,12), (536,4), (536,19644), (536,19644), (90612,491581), (7702057,6076775), (692,2695), (692,2695), (58824,33333), (2,2), (2,2), (73524,399958), (73524,399958), (6249513,5000000), (7353,40019), (7353,40019), (625007,500000), (2,2), (2,2)"
33,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,INDONESIA)",25009.606,"(1287,4), (1072,12), (536,4), (536,19439), (536,19439), (90612,484670), (7702057,6076775), (692,2660), (692,2660), (58824,33333), (2,2), (2,2), (73524,400756), (73524,400756), (6249513,5000000), (7353,40026), (7353,40026), (625007,500000), (2,2), (2,2)"
34,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,IRAN)",24052.897,"(1287,4), (1072,12), (536,4), (536,19461), (536,19461), (90612,487858), (7702057,6076775), (692,2677), (692,2677), (58824,33333), (2,2), (2,2), (73524,398868), (73524,398868), (6249513,5000000), (7353,39981), (7353,39981), (625007,500000), (2,2), (2,2)"
35,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,IRAQ)",25186.878,"(1287,4), (1072,12), (536,4), (536,19768), (536,19768), (90612,492674), (7702057,6076775), (692,2701), (692,2701), (58824,33333), (2,2), (2,2), (73524,401025), (73524,401025), (6249513,5000000), (7353,39966), (7353,39966), (625007,500000), (2,2), (2,2)"
36,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,JAPAN)",24398.657,"(1287,4), (1072,12), (536,4), (536,19583), (536,19583), (90612,487375), (7702057,6076775), (692,2672), (692,2672), (58824,33333), (2,2), (2,2), (73524,399589), (73524,399589), (6249513,5000000), (7353,39866), (7353,39866), (625007,500000), (2,2), (2,2)"
37,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,JORDAN)",25755.33,"(1287,4), (1072,12), (536,4), (536,19338), (536,19338), (90612,482620), (7702057,6076775), (692,2647), (692,2647), (58824,33333), (2,2), (2,2), (73524,400097), (73524,400097), (6249513,5000000), (7353,39917), (7353,39917), (625007,500000), (2,2), (2,2)"
38,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,KENYA)",24963.533,"(1287,4), (1072,12), (536,4), (536,19531), (536,19531), (90612,489532), (7702057,6076775), (692,2684), (692,2684), (58824,33333), (2,2), (2,2), (73524,398755), (73524,398755), (6249513,5000000), (7353,39772), (7353,39772), (625007,500000), (2,2), (2,2)"
39,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,MOROCCO)",24302.489,"(1287,4), (1072,12), (536,4), (536,19399), (536,19399), (90612,486018), (7702057,6076775), (692,2666), (692,2666), (58824,33333), (2,2), (2,2), (73524,398476), (73524,398476), (6249513,5000000), (7353,39892), (7353,39892), (625007,500000), (2,2), (2,2)"
40,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,MOZAMBIQUE)",24406.142,"(1287,4), (1072,12), (536,4), (536,19329), (536,19329), (90612,482330), (7702057,6076775), (692,2644), (692,2644), (58824,33333), (2,2), (2,2), (73524,399141), (73524,399141), (6249513,5000000), (7353,39879), (7353,39879), (625007,500000), (2,2), (2,2)"
41,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,PERU)",24390.156,"(1287,4), (1072,12), (536,4), (536,19496), (536,19496), (90612,486423), (7702057,6076775), (692,2666), (692,2666), (58824,33333), (2,2), (2,2), (73524,398009), (73524,398009), (6249513,5000000), (7353,39876), (7353,39876), (625007,500000), (2,2), (2,2)"
42,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,CHINA)",25785.005,"(1287,4), (1072,12), (536,4), (536,19548), (536,19548), (90612,485540), (7702057,6076775), (692,2665), (692,2665), (58824,33333), (2,2), (2,2), (73524,400656), (73524,400656), (6249513,5000000), (7353,39969), (7353,39969), (625007,500000), (2,2), (2,2)"
43,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,ROMANIA)",24348.31,"(1287,4), (1072,12), (536,4), (536,19698), (536,19698), (90612,488723), (7702057,6076775), (692,2679), (692,2679), (58824,33333), (2,2), (2,2), (73524,399346), (73524,399346), (6249513,5000000), (7353,39963), (7353,39963), (625007,500000), (2,2), (2,2)"
44,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,SAUDI ARABIA)",24161.372,"(1287,4), (1072,12), (536,4), (536,19466), (536,19466), (90612,487410), (7702057,6076775), (692,2672), (692,2672), (58824,33333), (2,2), (2,2), (73524,397974), (73524,397974), (6249513,5000000), (7353,39881), (7353,39881), (625007,500000), (2,2), (2,2)"
45,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,VIETNAM)",25128.839,"(1287,4), (1072,12), (536,4), (536,19437), (536,19437), (90612,485988), (7702057,6076775), (692,2665), (692,2665), (58824,33333), (2,2), (2,2), (73524,399733), (73524,399733), (6249513,5000000), (7353,39946), (7353,39946), (625007,500000), (2,2), (2,2)"
46,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,RUSSIA)",25083.58,"(1287,4), (1072,12), (536,4), (536,19466), (536,19466), (90612,488084), (7702057,6076775), (692,2676), (692,2676), (58824,33333), (2,2), (2,2), (73524,400108), (73524,400108), (6249513,5000000), (7353,39969), (7353,39969), (625007,500000), (2,2), (2,2)"
47,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,UNITED KINGDOM)",25116.756,"(1287,4), (1072,12), (536,4), (536,19349), (536,19349), (90612,484608), (7702057,6076775), (692,2660), (692,2660), (58824,33333), (2,2), (2,2), (73524,400665), (73524,400665), (6249513,5000000), (7353,40074), (7353,40074), (625007,500000), (2,2), (2,2)"
48,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ARGENTINA), (n_name,UNITED STATES)",25479.404,"(1287,4), (1072,12), (536,4), (536,19570), (536,19570), (90612,486968), (7702057,6076775), (692,2670), (692,2670), (58824,33333), (2,2), (2,2), (73524,400256), (73524,400256), (6249513,5000000), (7353,39949), (7353,39949), (625007,500000), (2,2), (2,2)"
49,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(n_name,ALGERIA), (n_name,BRAZIL)",27456.438,"(1287,4), (1072,12), (536,4), (536,19272), (536,19272), (90612,481671), (7702057,6076775), (692,2643), (692,2643), (58824,33333), (2,2), (2,2), (73524,399864), (73524,399864), (6249513,5000000), (7353,39956), (7353,39956), (625007,500000), (2,2), (2,2)"
