Query ID,Node Types,Filters,Execution Time,Cardinality e/a
18,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,AMERICA), (s_suppkey,lineitem.l_suppkey), (text,BRASS)",903.865,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303453), (11176,303453), (1899947,1519171), (3677,99812), (3677,99812), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
19,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,AMERICA), (s_suppkey,lineitem.l_suppkey), (text,STEEL)",887.729,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303453), (11176,303453), (1899947,1519171), (3677,99812), (3677,99812), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
20,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,AMERICA), (s_suppkey,lineitem.l_suppkey), (text,COPPER)",902.381,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303453), (11176,303453), (1899947,1519171), (3677,99812), (3677,99812), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
21,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,MIDDLE EAST), (s_suppkey,lineitem.l_suppkey), (text,TIN)",890.079,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303532), (11176,303532), (1899947,1519171), (3677,99946), (3677,99946), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
22,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,MIDDLE EAST), (s_suppkey,lineitem.l_suppkey), (text,NICKEL)",883.041,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303532), (11176,303532), (1899947,1519171), (3677,99946), (3677,99946), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
23,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,MIDDLE EAST), (s_suppkey,lineitem.l_suppkey), (text,BRASS)",893.945,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303532), (11176,303532), (1899947,1519171), (3677,99946), (3677,99946), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
24,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,MIDDLE EAST), (s_suppkey,lineitem.l_suppkey), (text,STEEL)",899.518,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303532), (11176,303532), (1899947,1519171), (3677,99946), (3677,99946), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
25,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,MIDDLE EAST), (s_suppkey,lineitem.l_suppkey), (text,COPPER)",910.374,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303532), (11176,303532), (1899947,1519171), (3677,99946), (3677,99946), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
26,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,AFRICA), (s_suppkey,lineitem.l_suppkey), (text,TIN)",915.336,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303683), (11176,303683), (1899947,1519171), (3677,99831), (3677,99831), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
27,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,AFRICA), (s_suppkey,lineitem.l_suppkey), (text,NICKEL)",942.523,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303683), (11176,303683), (1899947,1519171), (3677,99831), (3677,99831), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
28,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,AFRICA), (s_suppkey,lineitem.l_suppkey), (text,BRASS)",944.981,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303683), (11176,303683), (1899947,1519171), (3677,99831), (3677,99831), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
29,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,AFRICA), (s_suppkey,lineitem.l_suppkey), (text,STEEL)",912.062,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303683), (11176,303683), (1899947,1519171), (3677,99831), (3677,99831), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
30,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,AFRICA), (s_suppkey,lineitem.l_suppkey), (text,COPPER)",919.129,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,303683), (11176,303683), (1899947,1519171), (3677,99831), (3677,99831), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
31,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,TIN)",922.016,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
32,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,NICKEL)",892.979,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
33,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,BRASS)",919.9,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
34,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,STEEL)",898.657,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
35,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,COPPER)",917.535,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
36,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,TIN)",907.97,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
37,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,NICKEL)",896.263,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
38,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,BRASS)",903.227,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
39,"Aggregate, Aggregate, Gather Merge, Hash, Hash, Hash, Hash, Hash, Hash, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Hash Join, Index Scan, Nested Loop, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Seq Scan, Sort","(o_orderdate,= ), (r_name,EUROPE), (s_suppkey,lineitem.l_suppkey), (text,STEEL)",949.838,"(714,0), (596,0), (298,0), (298,0), (298,0), (298,0), (298,0), (166440,0), (24992993,0), (5550,0), (5550,0), (11176,304343), (11176,304343), (1899947,1519171), (3677,100321), (3677,100321), (625007,500000), (1,5), (1,5), (170,25), (1,1), (1,1), (1,0), (170,25), (170,25)"
